x averagetime averagesmooth time timedelta speed speeddelta speedaverage speedaveragetime speedmax speedmaxtime maxspeed maxspeeddelta maxspeedaverage angle angledelta acceleration accelerationsmooth accelerationdelta accelerationmin accelerationmax accelerationmintime accelerationmaxtime distance distancedelta turn turndelta rpm
120 100 10 6.45 0.05 5.99 0.17 4.79 5.10 7.90 7.90 7.98 0.06 6.37 -0.50 -0.37 3.37 4.35 -2.48 -7.82 11.15 11.15 -6.93 29.34 0.30 -0.01 -0.01 7785.40
121 100 10 6.50 0.05 6.28 0.28 4.81 5.10 7.90 7.90 7.93 -0.05 6.39 -0.45 0.05 5.36 4.92 1.99 -7.82 11.15 11.15 -6.93 29.68 0.33 -0.01 0.00 8154.17
122 100 10 6.55 0.05 6.53 0.25 4.82 5.11 7.90 7.90 7.94 0.01 6.40 -0.46 -0.00 5.39 4.90 0.03 -7.82 11.15 11.15 -6.93 29.98 0.31 -0.01 -0.00 8483.21
123 100 10 6.60 0.05 6.70 0.17 4.83 5.11 7.90 7.90 7.89 -0.04 6.41 -0.38 0.08 3.40 4.40 -1.99 -7.82 11.15 11.15 -6.93 30.32 0.33 -0.01 0.00 8704.04
124 100 10 6.65 0.05 6.99 0.29 4.85 5.12 7.90 7.90 7.94 0.05 6.42 -0.63 -0.25 5.86 5.25 2.46 -7.82 11.15 11.15 -6.93 30.67 0.35 -0.02 -0.01 9084.41
125 100 10 6.70 0.05 7.13 0.14 4.87 5.13 7.90 7.90 7.87 -0.07 6.43 0.54 1.17 2.69 4.88 -3.17 -7.82 11.15 11.15 -6.93 31.03 0.36 0.01 0.03 9262.52
126 100 10 6.75 0.05 7.51 0.39 4.89 5.15 7.90 7.90 7.89 0.02 6.45 0.91 0.37 7.86 4.55 5.17 -7.82 11.15 11.15 -6.93 31.40 0.37 0.02 0.01 9763.07
127 100 10 6.80 0.05 7.32 -0.19 4.91 5.16 7.90 7.90 7.84 -0.04 6.46 0.59 -0.32 -3.80 3.78 -11.66 -7.82 11.15 11.15 -6.93 31.76 0.37 0.01 -0.01 9516.25
128 100 10 6.85 0.05 7.19 -0.14 4.93 5.18 7.90 7.90 7.72 -0.13 6.47 0.21 -0.38 -2.73 3.32 1.07 -7.82 11.15 11.15 -6.93 32.12 0.36 0.01 -0.01 9338.87
129 100 10 6.90 0.05 6.83 -0.36 4.94 5.20 7.90 7.90 7.22 -0.50 6.47 -0.13 -0.35 -6.94 2.04 -4.21 -7.82 11.15 11.15 -6.94 32.48 0.36 -0.00 -0.01 8870.05
130 100 10 6.95 0.05 6.62 -0.20 4.96 5.21 7.90 7.90 6.76 -0.46 6.48 -0.33 -0.19 -4.22 1.29 2.72 -7.82 11.15 11.15 -6.94 32.80 0.32 -0.01 -0.00 8606.68
131 100 10 7.00 0.05 6.48 -0.15 4.97 5.23 7.90 7.90 6.27 -0.50 6.47 -0.55 -0.22 -2.83 0.47 1.40 -7.82 11.15 11.15 -6.94 33.13 0.34 -0.01 -0.01 8415.82
132 100 10 7.05 0.05 6.15 -0.32 4.98 5.24 7.90 7.90 5.93 -0.33 6.47 -0.69 -0.14 -6.36 -0.71 -3.54 -7.82 11.15 11.15 -6.94 33.45 0.31 -0.02 -0.00 7994.17
133 100 10 7.10 0.05 5.98 -0.17 4.98 5.26 7.90 7.90 5.62 -0.31 6.46 -0.38 0.31 -3.69 -1.42 2.67 -7.82 11.15 11.15 -6.94 33.73 0.28 -0.01 0.01 7768.92
134 100 10 7.15 0.05 5.73 -0.25 4.99 5.27 7.90 7.90 5.22 -0.41 6.45 -0.34 0.04 -4.75 -2.48 -1.06 -7.82 11.15 11.15 -6.94 34.03 0.30 -0.01 0.00 7442.10
135 100 10 7.20 0.05 5.51 -0.21 4.99 5.28 7.90 7.90 4.96 -0.26 6.44 -0.71 -0.36 -4.56 -3.20 0.18 -7.82 11.15 11.15 -6.94 34.29 0.26 -0.02 -0.01 7163.48
136 100 10 7.25 0.05 5.22 -0.30 5.00 5.28 7.90 7.90 4.46 -0.50 6.43 -1.45 -0.74 -5.91 -4.58 -1.34 -7.82 11.15 11.15 -6.94 34.55 0.26 -0.04 -0.02 6779.82
137 100 10 7.30 0.05 5.03 -0.19 5.00 5.29 7.90 7.90 4.21 -0.25 6.41 -1.72 -0.27 -3.74 -4.57 2.17 -7.82 11.15 11.15 -6.94 34.80 0.25 -0.04 -0.01 6537.15
138 100 10 7.35 0.05 4.67 -0.36 4.99 5.29 7.90 7.90 3.96 -0.25 6.39 -1.58 0.14 -6.88 -4.99 -3.14 -7.82 11.15 11.15 -6.94 35.05 0.24 -0.04 0.00 6072.55
139 100 10 7.39 0.04 4.56 -0.11 4.99 5.29 7.90 7.90 3.85 -0.11 6.38 -1.76 -0.18 -2.72 -4.56 4.16 -7.82 11.15 11.15 -6.94 35.24 0.19 -0.04 -0.00 5924.30
140 100 10 7.45 0.06 4.36 -0.20 4.99 5.30 7.90 7.90 3.69 -0.16 6.36 -2.48 -0.72 -3.49 -4.49 -0.77 -7.82 11.15 11.15 -6.94 35.49 0.25 -0.06 -0.02 5666.12
141 100 10 7.50 0.05 4.09 -0.27 4.98 5.30 7.90 7.90 3.46 -0.23 6.34 -3.74 -1.26 -5.57 -4.77 -2.08 -7.82 11.15 11.15 -6.94 35.69 0.20 -0.09 -0.03 5311.64
142 100 10 7.55 0.05 3.77 -0.32 4.97 5.30 7.90 7.90 3.37 -0.09 6.32 -4.37 -0.63 -6.18 -4.75 -0.61 -7.82 11.15 11.15 -6.94 35.88 0.19 -0.11 -0.02 4902.31
143 100 10 7.60 0.05 3.56 -0.22 4.96 5.29 7.90 7.90 3.24 -0.14 6.29 -6.09 -1.72 -4.08 -4.79 2.09 -7.82 11.15 11.15 -6.94 36.07 0.19 -0.15 -0.04 4621.17
144 100 10 7.65 0.05 3.30 -0.25 4.95 5.28 7.90 7.90 3.19 -0.04 6.27 -5.46 0.63 -5.38 -4.85 -1.30 -7.82 11.15 11.15 -6.94 36.22 0.16 -0.14 0.02 4292.49
145 100 10 7.70 0.05 3.19 -0.11 4.94 5.26 7.90 7.90 3.15 -0.04 6.25 -6.44 -0.98 -2.29 -4.62 3.09 -7.82 11.15 11.15 -6.94 36.38 0.16 -0.16 -0.02 4143.43
146 100 10 7.75 0.05 3.14 -0.05 4.92 5.25 7.90 7.90 3.17 0.02 6.23 -10.53 -4.09 -0.96 -4.13 1.33 -7.82 11.15 11.15 -6.94 36.54 0.16 -0.26 -0.10 4080.88
147 100 10 7.80 0.05 3.13 -0.01 4.91 5.24 7.90 7.90 3.30 0.13 6.21 -13.26 -2.73 -0.19 -3.77 0.78 -7.82 11.15 11.15 -6.94 36.70 0.16 -0.33 -0.07 4068.61
148 100 10 7.85 0.05 3.14 0.00 4.90 5.23 7.90 7.90 3.06 -0.24 6.19 -15.54 -2.28 0.10 -3.08 0.28 -7.82 11.15 11.15 -6.94 36.85 0.15 -0.39 -0.06 4074.58
149 100 10 7.90 0.05 3.05 -0.09 4.89 5.22 7.90 7.90 1.88 -1.18 6.16 -17.12 -1.58 -1.61 -2.97 -1.71 -7.82 11.15 11.15 -6.94 37.01 0.16 -0.43 -0.04 3963.64
150 100 10 7.95 0.05 3.31 0.26 4.88 5.21 7.90 7.90 1.58 -0.30 6.13 -16.42 0.70 5.59 -2.06 7.21 -7.82 11.15 11.15 -6.94 37.17 0.16 -0.41 0.02 4305.28
151 100 10 8.00 0.05 3.18 -0.14 4.87 5.19 7.90 7.90 1.37 -0.21 6.10 -15.13 1.29 -2.72 -1.77 -8.31 -7.82 11.15 11.15 -6.94 37.33 0.16 -0.38 0.03 4125.20
152 100 10 8.05 0.05 3.08 -0.09 4.85 5.18 7.90 7.90 3.56 2.19 6.08 -23.04 -7.91 -1.91 -1.35 0.81 -7.82 11.15 11.15 -6.94 37.48 0.15 -0.58 -0.20 4003.89
153 100 10 8.10 0.05 3.33 0.25 4.84 5.17 7.90 7.90 4.47 0.91 6.07 -23.08 -0.04 5.04 -0.43 6.94 -7.82 11.15 11.15 -6.94 37.65 0.17 -0.58 -0.00 4331.23
154 100 10 8.15 0.05 3.27 -0.06 4.83 5.16 7.90 7.90 4.59 0.12 6.06 -25.69 -2.61 -1.29 -0.02 -6.33 -7.82 11.15 11.15 -6.94 37.81 0.16 -0.64 -0.07 4249.35
155 100 10 8.20 0.05 3.18 -0.10 4.82 5.15 7.90 7.90 4.63 0.04 6.05 -27.91 -2.22 -1.88 0.02 -0.59 -7.82 11.15 11.15 -6.94 37.97 0.16 -0.70 -0.06 4125.10
156 100 10 8.25 0.05 3.28 0.11 4.81 5.14 7.90 7.90 4.66 0.03 6.04 -30.63 -2.72 2.11 0.33 3.98 -7.82 11.15 11.15 -6.94 38.13 0.16 -0.77 -0.07 4262.07
157 100 10 8.30 0.05 3.26 -0.02 4.80 5.13 7.90 7.90 4.58 -0.08 6.03 -34.59 -3.96 -0.40 0.30 -2.51 -7.82 11.15 11.15 -6.94 38.31 0.18 -0.86 -0.10 4234.00
158 100 10 8.35 0.05 2.99 -0.27 4.79 5.12 7.90 7.90 4.47 -0.11 6.02 -36.32 -1.73 -5.53 -0.26 -5.13 -7.82 11.15 11.15 -6.94 38.45 0.14 -0.91 -0.04 3888.85
159 100 10 8.40 0.05 3.37 0.38 4.78 5.11 7.90 7.90 4.10 -0.36 6.01 -36.53 -0.21 7.17 0.62 12.71 -7.82 11.15 11.15 -6.94 38.63 0.18 -0.91 -0.01 4382.64
160 100 10 8.45 0.05 2.93 -0.44 4.77 5.09 7.90 7.90 3.89 -0.21 6.00 -35.95 0.57 -9.14 -0.85 -16.32 -9.14 11.15 11.15 -9.14 38.77 0.14 -0.90 0.01 3812.39
161 100 10 8.50 0.05 2.94 0.01 4.76 5.07 7.90 7.90 3.62 -0.27 5.98 -34.18 1.78 0.17 -0.57 9.32 -9.14 11.15 11.15 -9.14 38.91 0.14 -0.85 0.04 3823.10
162 100 10 8.55 0.05 3.02 0.08 4.75 5.04 7.90 7.90 3.46 -0.17 5.97 -31.33 2.84 1.67 -0.21 1.50 -9.14 11.15 11.15 -9.14 39.06 0.15 -0.78 0.07 3929.39
163 100 10 8.60 0.05 3.27 0.24 4.74 5.02 7.90 7.90 3.34 -0.12 5.95 -29.80 1.54 4.65 -0.25 2.98 -9.14 11.15 11.15 -9.14 39.23 0.17 -0.74 0.04 4243.75
164 100 10 8.65 0.05 3.10 -0.17 4.73 5.00 7.90 7.90 3.25 -0.09 5.93 -24.38 5.42 -3.55 -0.47 -8.21 -9.14 11.15 11.15 -9.14 39.38 0.15 -0.61 0.14 4022.08
165 100 10 8.70 0.05 3.23 0.13 4.72 4.97 7.90 7.90 3.21 -0.05 5.92 -21.91 2.47 2.63 -0.02 6.19 -9.14 11.15 11.15 -9.14 39.55 0.16 -0.55 0.06 4196.60
166 100 10 8.75 0.05 3.03 -0.20 4.71 4.93 7.90 7.90 3.20 -0.01 5.90 -19.58 2.33 -4.09 -0.64 -6.72 -9.14 11.15 11.15 -9.14 39.70 0.15 -0.49 0.06 3930.88
167 100 10 8.80 0.05 3.16 0.14 4.70 4.90 7.90 7.90 3.26 0.06 5.89 -16.70 2.88 2.81 -0.32 6.90 -9.14 11.15 11.15 -9.14 39.85 0.15 -0.42 0.07 4109.51
168 100 10 8.85 0.05 3.13 -0.04 4.69 4.86 7.90 7.90 3.40 0.14 5.87 -15.68 1.02 -0.70 0.16 -3.51 -9.14 11.15 11.15 -9.14 40.01 0.16 -0.39 0.03 4063.01
169 100 10 8.90 0.05 3.14 0.01 4.68 4.83 7.90 7.90 3.34 -0.06 5.86 -15.77 -0.09 0.24 -0.53 0.94 -9.14 11.15 11.15 -9.14 40.17 0.15 -0.39 -0.00 4078.28
170 100 10 8.95 0.05 3.19 0.05 4.67 4.79 7.90 7.90 2.42 -0.92 5.84 -17.52 -1.76 1.06 0.49 0.82 -9.14 11.15 11.15 -9.14 40.32 0.16 -0.44 -0.04 4145.56
171 100 10 9.00 0.05 3.02 -0.17 4.67 4.74 7.90 7.90 1.89 -0.53 5.81 -22.05 -4.53 -3.25 0.15 -4.31 -9.14 11.15 11.15 -9.14 40.48 0.16 -0.55 -0.11 3925.93
172 100 10 9.05 0.05 3.27 0.24 4.66 4.70 7.90 7.90 1.64 -0.25 5.79 -19.95 2.09 4.97 0.48 8.22 -9.14 11.15 11.15 -9.14 40.64 0.16 -0.50 0.05 4242.56
173 100 10 9.10 0.05 3.41 0.14 4.65 4.65 7.90 7.60 2.44 0.80 5.77 -22.14 -2.19 2.80 0.29 -2.18 -9.14 11.15 11.15 -9.14 40.81 0.17 -0.55 -0.05 4427.79
174 100 10 9.15 0.05 3.05 -0.36 4.64 4.61 7.90 7.59 5.64 3.21 5.77 -23.98 -1.84 -7.39 -0.09 -10.18 -9.14 11.15 11.15 -9.14 40.96 0.15 -0.60 -0.05 3957.58
175 100 10 9.20 0.05 3.37 0.33 4.63 4.56 7.90 7.51 6.17 0.53 5.77 -19.18 4.80 6.54 0.30 13.92 -9.14 11.15 11.15 -9.14 41.13 0.17 -0.48 0.12 4382.11
176 100 10 9.25 0.05 3.47 0.10 4.63 4.53 7.90 7.51 6.86 0.69 5.78 -23.01 -3.83 1.84 0.89 -4.70 -9.14 11.15 11.15 -9.14 41.32 0.19 -0.58 -0.10 4510.95
177 100 10 9.30 0.05 3.58 0.11 4.62 4.49 7.90 7.51 6.05 -0.82 5.78 -25.32 -2.31 2.34 0.84 0.50 -9.14 11.15 11.15 -9.14 41.48 0.16 -0.63 -0.06 4650.85
178 100 10 9.35 0.05 3.80 0.22 4.62 4.46 7.90 7.51 6.08 0.03 5.78 -29.18 -3.86 4.42 1.36 2.08 -9.14 11.15 11.15 -9.14 41.67 0.19 -0.73 -0.10 4938.10
179 100 10 9.40 0.05 3.21 -0.59 4.61 4.43 7.90 7.51 6.02 -0.06 5.78 -30.68 -1.51 -11.29 0.20 -15.71 -11.29 11.15 11.15 -11.29 41.84 0.17 -0.77 -0.04 4175.17
180 100 10 9.45 0.05 3.25 0.03 4.60 4.40 7.90 7.51 6.00 -0.02 5.78 -30.88 -0.20 0.66 0.16 11.95 -11.29 11.15 11.15 -11.29 42.00 0.16 -0.77 -0.00 4217.03
181 100 10 9.50 0.05 3.03 -0.22 4.59 4.37 7.90 7.51 5.93 -0.07 5.78 -28.57 2.31 -4.23 0.07 -4.89 -11.29 11.15 11.15 -11.29 42.15 0.15 -0.71 0.06 3936.70
182 100 10 9.55 0.05 3.10 0.07 4.58 4.34 7.90 7.51 5.87 -0.06 5.78 -23.37 5.20 1.37 -0.30 5.60 -11.29 11.15 11.15 -11.29 42.30 0.15 -0.58 0.13 4022.14
183 100 10 9.60 0.05 3.32 0.22 4.58 4.32 7.90 7.51 5.77 -0.10 5.78 -16.66 6.71 4.34 -0.14 2.97 -11.29 11.15 11.15 -11.29 42.47 0.17 -0.42 0.17 4309.72
184 100 10 9.65 0.05 3.41 0.10 4.57 4.30 7.90 7.51 5.69 -0.08 5.78 -9.46 7.20 1.96 0.79 -2.38 -11.29 11.15 11.15 -11.29 42.64 0.17 -0.24 0.18 4434.50
185 100 10 9.70 0.05 3.81 0.40 4.57 4.29 7.90 7.51 5.69 0.01 5.78 -6.41 3.05 8.03 0.94 6.07 -11.29 11.15 11.15 -11.29 42.83 0.19 -0.16 0.08 4956.09
186 100 10 9.75 0.05 3.97 0.15 4.56 4.28 7.90 7.51 5.69 -0.00 5.78 -2.07 4.34 3.08 1.07 -4.95 -11.29 11.15 11.15 -11.29 43.03 0.20 -0.05 0.11 5155.86
187 100 10 9.80 0.05 4.27 0.30 4.56 4.28 7.90 7.51 5.65 -0.04 5.78 0.03 2.09 5.84 1.42 2.76 -11.29 11.15 11.15 -11.29 43.24 0.22 0.00 0.05 5542.66
188 100 10 9.85 0.05 4.46 0.19 4.56 4.28 7.90 7.51 5.42 -0.23 5.78 -1.07 -1.09 3.94 1.37 -1.89 -11.29 11.15 11.15 -11.29 43.46 0.22 -0.03 -0.03 5793.80
189 100 10 9.90 0.05 4.62 0.16 4.56 4.28 7.90 7.51 5.16 -0.26 5.78 -0.82 0.25 3.24 2.82 -0.70 -11.29 11.15 11.15 -11.29 43.69 0.23 -0.02 0.01 6004.57
190 100 10 9.95 0.05 4.46 -0.17 4.56 4.28 7.90 7.51 5.03 -0.12 5.77 -0.05 0.76 -3.30 2.43 -6.55 -11.29 11.15 11.15 -11.29 43.92 0.22 -0.00 0.02 5790.15
191 100 10 10.00 0.05 4.35 -0.10 4.56 4.28 7.90 7.51 4.82 -0.22 5.77 0.55 0.61 -2.10 2.64 1.20 -11.29 11.15 11.15 -11.29 44.13 0.22 0.01 0.02 5654.00
192 100 10 10.05 0.05 4.15 -0.21 4.56 4.28 7.90 7.51 4.71 -0.11 5.76 0.94 0.39 -4.13 2.09 -2.03 -11.29 11.15 11.15 -11.29 44.34 0.21 0.02 0.01 5385.79
193 100 10 10.10 0.05 4.05 -0.10 4.56 4.28 7.90 7.51 4.55 -0.16 5.76 1.80 0.85 -1.97 1.46 2.16 -11.29 11.15 11.15 -11.29 44.54 0.20 0.04 0.02 5257.93
194 100 10 10.15 0.05 3.95 -0.09 4.55 4.28 7.90 7.51 4.48 -0.06 5.75 2.22 0.42 -1.89 1.08 0.08 -11.29 11.15 11.15 -11.29 44.74 0.20 0.06 0.01 5135.40
195 100 10 10.20 0.05 3.94 -0.01 4.55 4.27 7.90 7.51 4.42 -0.06 5.74 3.05 0.83 -0.23 0.25 1.66 -11.29 11.15 11.15 -11.29 44.94 0.20 0.08 0.02 5120.45
196 100 10 10.25 0.05 3.91 -0.03 4.55 4.27 7.90 7.51 4.41 -0.01 5.74 3.38 0.33 -0.59 -0.12 -0.35 -11.29 11.15 11.15 -11.29 45.13 0.20 0.08 0.01 5082.43
197 100 10 10.30 0.05 3.94 0.03 4.54 4.26 7.90 7.51 4.38 -0.04 5.73 4.25 0.87 0.62 -0.64 1.21 -11.29 11.15 11.15 -11.29 45.34 0.20 0.11 0.02 5123.54
198 100 10 10.36 0.05 3.67 -0.27 4.54 4.25 7.90 7.51 3.84 -0.53 5.72 5.84 1.59 -5.01 -1.53 -5.63 -11.29 11.15 11.15 -11.29 45.53 0.20 0.15 0.04 4772.22
199 100 10 10.40 0.04 3.55 -0.12 4.53 4.24 7.90 7.51 3.71 -0.13 5.71 6.42 0.58 -2.65 -2.12 2.36 -11.29 11.15 11.15 -11.29 45.69 0.16 0.16 0.01 4617.42
200 100 10 10.45 0.05 3.39 -0.17 4.53 4.23 7.90 7.51 3.64 -0.08 5.70 7.15 0.74 -3.30 -2.12 -0.65 -11.29 11.15 11.15 -11.29 45.86 0.17 0.18 0.02 4403.02
201 100 10 10.50 0.05 3.38 -0.00 4.52 4.22 7.90 7.51 3.65 0.02 5.69 8.14 0.98 -0.08 -1.92 3.22 -11.29 11.15 11.15 -11.29 46.03 0.17 0.20 0.02 4397.77
202 100 10 10.55 0.05 3.36 -0.02 4.52 4.21 7.90 7.51 3.58 -0.07 5.68 8.98 0.84 -0.46 -1.55 -0.38 -11.29 11.15 11.15 -11.29 46.20 0.17 0.22 0.02 4367.65
203 100 10 10.60 0.05 3.33 -0.03 4.51 4.21 7.90 7.51 3.37 -0.22 5.67 9.23 0.26 -0.69 -1.43 -0.23 -11.29 11.15 11.15 -11.29 46.37 0.17 0.23 0.01 4322.78
204 100 10 10.65 0.05 3.14 -0.18 4.50 4.19 7.90 7.51 3.35 -0.02 5.66 9.35 0.12 -3.59 -1.60 -2.90 -11.29 11.15 11.15 -11.29 46.53 0.16 0.23 0.00 4084.85
205 100 10 10.70 0.05 3.16 0.01 4.50 4.18 7.90 7.51 3.34 -0.00 5.64 9.70 0.35 0.24 -1.55 3.83 -11.29 11.15 11.15 -11.29 46.68 0.15 0.24 0.01 4100.34
206 100 10 10.75 0.05 3.16 -0.00 4.49 4.17 7.90 7.51 3.53 0.19 5.63 10.43 0.73 -0.02 -1.49 -0.26 -11.29 11.15 11.15 -11.29 46.84 0.16 0.26 0.02 4099.16
207 100 10 10.80 0.05 3.30 0.15 4.48 4.15 7.90 7.51 3.76 0.23 5.63 10.64 0.20 2.95 -1.26 2.97 -11.29 11.15 11.15 -11.29 47.01 0.17 0.27 0.01 4290.71
208 100 10 10.85 0.05 3.40 0.09 4.48 4.15 7.90 7.51 3.65 -0.11 5.62 10.51 -0.13 1.79 -0.58 -1.16 -11.29 11.15 11.15 -11.29 47.19 0.18 0.26 -0.00 4413.70
209 100 10 10.90 0.05 3.37 -0.03 4.47 4.14 7.90 7.51 3.48 -0.17 5.61 10.23 -0.28 -0.66 -0.38 -2.45 -11.29 11.15 11.15 -11.29 47.34 0.16 0.26 -0.01 4373.26
210 100 10 10.95 0.05 3.27 -0.09 4.47 4.13 7.90 7.51 3.28 -0.20 5.59 9.39 -0.84 -1.85 -0.24 -1.19 -11.29 11.15 11.15 -11.29 47.51 0.16 0.23 -0.02 4252.80
211 100 10 11.00 0.05 3.14 -0.13 4.46 4.12 7.90 7.51 3.18 -0.10 5.58 9.62 0.23 -2.58 -0.49 -0.72 -11.29 11.15 11.15 -11.29 47.66 0.16 0.24 0.01 4085.38
212 100 10 11.05 0.05 3.10 -0.04 4.46 4.11 7.90 7.51 3.27 0.09 5.57 10.17 0.55 -0.84 -0.53 1.74 -11.29 11.15 11.15 -11.29 47.82 0.16 0.25 0.01 4029.71
213 100 10 11.10 0.05 3.29 0.19 4.45 4.10 7.90 7.51 3.65 0.38 5.56 10.66 0.49 3.58 -0.10 4.42 -11.29 11.15 11.15 -11.29 47.99 0.17 0.27 0.01 4271.44
214 100 10 11.16 0.05 3.27 -0.01 4.44 4.09 7.90 7.51 3.74 0.08 5.55 10.98 0.32 -0.25 0.24 -3.82 -11.29 11.15 11.15 -11.29 48.17 0.18 0.27 0.01 4254.16
215 100 10 11.20 0.04 3.40 0.12 4.44 4.07 7.90 7.51 3.76 0.02 5.55 10.76 -0.23 2.82 0.49 3.06 -11.29 11.15 11.15 -11.29 48.32 0.15 0.27 -0.01 4415.21
216 100 10 11.25 0.05 3.31 -0.09 4.43 4.06 7.90 7.51 3.66 -0.10 5.54 10.18 -0.57 -1.75 0.32 -4.57 -11.29 11.15 8.03 -11.29 48.48 0.16 0.25 -0.01 4303.80
217 100 10 11.30 0.05 3.14 -0.17 4.43 4.03 7.90 7.51 3.41 -0.25 5.53 9.51 -0.67 -3.39 -0.31 -1.64 -11.29 11.15 8.03 -11.29 48.64 0.16 0.24 -0.02 4083.37
218 100 10 11.35 0.05 3.15 0.01 4.42 4.01 7.90 7.51 3.51 0.10 5.52 9.82 0.31 0.21 -0.47 3.60 -11.29 11.15 8.03 -11.29 48.80 0.16 0.25 0.01 4096.80
219 100 10 11.40 0.05 3.27 0.11 4.42 3.98 7.90 7.51 3.73 0.22 5.51 10.40 0.58 2.22 -0.18 2.02 -11.29 11.15 8.03 -11.29 48.96 0.17 0.26 0.01 4244.15
220 100 10 11.45 0.05 3.52 0.26 4.41 3.96 7.90 7.51 3.84 0.10 5.50 10.76 0.35 5.12 0.51 2.90 -11.29 11.15 8.03 -11.29 49.14 0.18 0.27 0.01 4576.70
221 100 10 11.50 0.05 3.36 -0.16 4.41 3.93 7.90 7.51 3.66 -0.18 5.49 9.95 -0.81 -3.16 0.46 -8.28 -11.29 11.15 8.03 -11.29 49.31 0.17 0.25 -0.02 4371.28
222 100 10 11.55 0.05 3.45 0.09 4.40 3.90 7.90 7.51 4.18 0.52 5.49 9.85 -0.09 1.84 0.72 5.00 -11.29 11.15 8.03 -11.29 49.48 0.17 0.25 -0.00 4488.51
223 100 10 11.60 0.05 3.67 0.22 4.40 3.87 7.90 7.51 4.91 0.73 5.49 10.09 0.24 4.21 0.79 2.37 -11.29 11.15 8.03 -11.29 49.67 0.19 0.25 0.01 4772.93
224 100 10 11.65 0.05 3.85 0.17 4.40 3.84 7.90 7.51 4.78 -0.13 5.48 9.50 -0.59 3.49 1.16 -0.72 -11.29 11.15 8.03 -11.29 49.86 0.19 0.24 -0.01 4999.40
225 100 10 11.70 0.05 3.88 0.03 4.40 3.80 7.90 7.51 4.51 -0.27 5.48 8.76 -0.74 0.58 0.94 -2.90 -11.29 11.15 8.03 -11.29 50.05 0.19 0.22 -0.02 5035.65
226 100 10 11.75 0.05 3.87 -0.00 4.39 3.77 7.90 7.32 4.41 -0.10 5.47 6.80 -1.96 -0.09 1.10 -0.68 -11.29 11.15 8.03 -11.29 50.25 0.21 0.17 -0.05 5029.19
227 100 10 11.80 0.05 3.86 -0.01 4.39 3.73 7.90 7.19 4.90 0.49 5.47 6.92 0.12 -0.25 1.42 -0.15 -11.29 11.15 8.03 -11.29 50.45 0.20 0.17 0.00 5012.40
228 100 10 11.85 0.04 4.06 0.20 4.39 3.70 7.90 6.83 5.56 0.65 5.47 7.56 0.64 4.47 1.84 4.72 -11.29 11.15 8.03 -11.29 50.64 0.18 0.19 0.02 5273.57
229 100 10 11.90 0.05 4.26 0.20 4.39 3.68 7.90 6.62 5.53 -0.03 5.47 7.46 -0.10 3.83 2.00 -0.64 -11.29 11.15 8.03 -5.01 50.86 0.23 0.19 -0.00 5537.06
230 100 10 11.95 0.05 4.54 0.28 4.39 3.66 7.90 6.48 5.47 -0.06 5.47 6.32 -1.14 5.92 2.08 2.09 -11.29 11.15 8.03 -5.01 51.07 0.21 0.16 -0.03 5898.34
231 100 10 12.00 0.05 4.47 -0.07 4.39 3.64 7.90 6.15 4.36 -1.11 5.47 5.64 -0.68 -1.32 2.27 -7.24 -11.29 11.15 8.03 -5.01 51.31 0.24 0.14 -0.02 5807.18
232 100 10 12.05 0.05 4.21 -0.26 4.39 3.62 7.90 5.98 4.20 -0.16 5.46 5.59 -0.04 -5.18 1.56 -3.86 -11.29 11.15 8.03 -5.18 51.52 0.21 0.14 -0.00 5470.63
233 100 10 12.10 0.05 3.91 -0.30 4.39 3.60 7.90 5.73 4.18 -0.02 5.46 6.48 0.89 -6.28 0.51 -1.10 -11.29 11.15 8.03 -6.28 51.71 0.19 0.16 0.02 5078.70
234 100 10 12.15 0.05 3.87 -0.04 4.39 3.58 7.90 5.51 4.56 0.38 5.45 7.43 0.95 -0.85 0.08 5.44 -11.29 11.15 8.03 -6.28 51.90 0.19 0.19 0.02 5023.73
235 100 10 12.21 0.05 4.05 0.19 4.38 3.56 7.90 5.22 4.88 0.32 5.45 8.90 1.47 3.38 0.36 4.23 -11.29 11.15 8.03 -6.28 52.13 0.22 0.22 0.04 5265.28
236 100 10 12.25 0.05 4.20 0.15 4.38 3.55 7.90 5.03 5.41 0.53 5.45 8.85 -0.06 3.13 0.68 -0.25 -11.29 11.15 8.03 -6.28 52.33 0.20 0.22 -0.00 5460.44
237 100 10 12.30 0.05 4.37 0.17 4.38 3.55 7.90 4.67 5.48 0.07 5.45 8.69 -0.16 3.57 1.07 0.44 -11.29 11.15 8.03 -6.28 52.53 0.21 0.22 -0.00 5678.31
238 100 10 12.35 0.05 4.70 0.33 4.38 3.55 7.90 4.70 5.49 0.02 5.45 7.94 -0.75 6.71 1.29 3.14 -11.29 11.15 8.03 -6.28 52.76 0.23 0.20 -0.02 6105.44
239 100 10 12.40 0.05 4.43 -0.27 4.38 3.54 7.90 4.70 4.77 -0.72 5.45 6.05 -1.88 -5.05 0.40 -11.76 -11.29 11.15 8.03 -6.28 53.00 0.24 0.15 -0.05 5751.20
240 100 10 12.45 0.05 4.33 -0.10 4.38 3.54 7.90 4.70 4.34 -0.44 5.44 5.41 -0.64 -1.91 -0.38 3.14 -11.29 11.15 8.03 -6.28 53.22 0.22 0.14 -0.02 5627.35
